9638	178
2504	89
8176	258
7767	245
3838	253
3305	367
918	119
5801	183
3416	280
5383	131
5143	287
2332	268
7526	94
4841	84
8641	209
2136	172
6967	339
4423	137
9761	132
8582	338
3309	279
9321	357
640	217
409	175
4874	207
4277	151
9902	347
6806	110
2856	85
3436	88
3948	135
9433	160
1865	284
7057	188
7220	158
7697	108
3381	220
6203	273
863	194
7428	126
9996	364
6699	86
4723	101
7154	216
692	147
1312	233
6901	99
6860	219
5693	195
5928	196
4105	168
3409	134
8190	172
5886	329
9844	289
5692	335
6457	256
9657	222
7648	338
86	132
800	153
826	84
4702	305
2712	289
4794	189
3557	290
7522	373
1144	315
2687	239
2452	73
5864	151
8056	330
4299	213
5167	304
102	324
1147	243
9102	165
897	216
2523	297
6921	136
3553	291
2984	278
9885	144
9194	137
2237	216
5607	293
4878	133
2988	131
327	231
6324	274
9853	217
3796	102
1396	221
6757	155
7104	151
8677	283
1803	320
807	233
3978	183
7388	182
2841	332
6926	134
8959	225
7171	130
1734	98
4404	97
2785	303
4522	169
1119	331
5973	168
2637	129
3708	278
4560	302
2652	178
1830	235
4606	270
5323	193
2375	159
266	182
4307	189
6669	80
8691	117
1492	229
6233	299
4331	174
9848	254
8059	153
2252	155
8593	221
749	164
3580	132
9577	317
9190	343
6600	250
5235	254
4385	325
4140	282
7968	176
2625	250
1281	99
7838	254
2972	269
1998	258
2893	218
2477	125
2545	115
6251	94
3253	257
5573	139
4430	244
3482	304
334	211
6241	186
9824	256
7024	182
9789	343
5060	271
8493	302
8192	100
2111	147
6959	302
5705	206
6326	287
7023	247
3898	281
4303	222
1101	279
5170	237
6713	322
1036	355
7135	290
3215	133
2221	123
7804	221
838	231
2008	278
1699	117
8498	270
6351	130
9615	220
732	252
7086	195
1517	331
6632	265
244	118
2279	150
1537	197
7975	211
7325	138
7872	153
443	241
3287	240
1971	127
6300	132
9496	126
6302	361
341	250
1106	185
9057	121
994	298
1885	288
3562	90
1531	208
5728	170
2352	294
3746	152
7115	261
928	351
8348	352
7494	312
1910	326
5586	156
6208	295
4227	141
8005	186
6923	177
8337	207
1990	86
8335	207
9572	319
6599	197
5055	242
4688	83
4087	293
133	93
4867	131
4181	207
4699	255
3391	277
1389	219
9540	134
3106	114
3895	271
8957	348
8760	206
9261	218
4591	147
7087	174
4335	325
3542	290
308	131
6638	281
7445	303
7921	194
3841	217
7520	345
4844	282
281	170
1919	258
7209	266
9963	121
5618	257
96	262
8310	232
3061	269
5228	120
5353	294
3913	311
6353	107
877	132
7873	120
8855	332
9129	234
651	85
1563	233
8922	89
4392	260
8995	227
6327	224
14	163
7289	166
2142	323
7049	300
2437	332
8370	173
6824	151
4079	185
8026	280
2396	117
5706	307
2989	322
7120	112
3352	289
1768	336
5652	228
8628	136
3579	233
9983	114
1194	241
469	360
398	307
1280	196
8713	247
3529	257
6899	166
9034	263
2100	155
2784	85
6788	74
3679	123
8326	115
4348	157
1127	107
4213	275
8794	121
9867	89
7521	309
2158	293
6158	164
3121	320
3348	153
5859	242
4928	154
2648	229
4205	152
8254	154
9712	92
1222	126
9523	317
1637	215
4386	96
9772	340
6432	274
2178	229
1048	293
8748	83
2129	233
4619	181
8885	174
1741	177
5761	190
7983	305
3198	235
9465	263
5961	153
3419	293
1761	133
2195	127
527	179
6497	289
7878	287
7260	149
525	85
9213	223
100	296
5726	284
8518	252
5856	214
2775	225
2290	223
6870	178
1460	256
8539	276
8589	132
9201	187
8185	324
3211	218
8837	199
2261	305
6334	230
5303	123
7659	133
8672	217
6257	180
4265	241
219	289
7633	203
6486	177
9637	264
1565	107
74	340
5560	125
1192	77
3994	240
9573	295
1226	351
5208	134
5218	185
1843	239
2303	207
9966	231
3339	281
7656	135
9241	267
2205	142
581	120
1364	298
4454	241
9719	176
7247	228
4364	234
122	284
5696	152
372	119
1321	283
9310	89
3085	93
6029	340
2547	206
4398	242
970	154
5507	251
1269	213
4558	238
5409	240
813	110
3897	146
1592	83
2524	101
3970	258
1508	206
8163	317
4946	129
9584	157
2894	304
4406	159
4465	268
8353	187
3832	167
706	195
3453	231
7441	219
49	106
5946	376
9124	164
5467	350
5065	164
4898	175
7572	244
9932	231
4019	332
9502	228
7239	250
464	178
1614	244
3041	156
4970	279
7930	183
9862	288
2803	205
6047	126
7752	246
2256	239
980	178
1097	304
669	138
1829	102
7068	331
201	318
3139	235
9787	217
357	197
7411	148
2312	231
2497	251
231	147
1445	90
681	214
5699	209
4997	299
362	224
8099	290
4700	283
2485	156
1939	324
5759	172
1079	351
9284	184
7142	216
6014	287
6562	236
9105	213
7735	117
1995	205
4168	154
1266	91
7380	242
5837	267
1621	194
6852	147
568	117
8607	168
4523	105
2647	226
919	273
4000	173
2997	129
3591	196
2706	127
3774	197
2378	278
8952	310
4369	218
8944	113
2858	330
2367	129
1138	153
2374	179
7212	278
3822	164
5424	206
8854	122
8570	159
4211	82
4581	285
7403	194
7585	274
9905	79
680	147
5171	288
1849	267
2767	82
6341	112
5588	184
8294	112
649	114
9863	331
1631	124
4521	122
5723	125
6268	256
5046	128
2232	211
7080	98
5220	90
8200	273
4890	186
1786	319
6692	83
5473	117
5400	122
3226	228
2508	224
6744	304
148	287
5291	266
5196	268
5087	337
3574	213
1578	271
9522	229
3908	260
1015	86
4788	91
2619	103
7124	254
2494	109
128	162
1536	211
8663	110
1157	318
3317	331
8308	164
2388	143
603	299
3612	191
3103	197
3344	274
7962	103
5333	144
3910	131
2471	150
4834	216
5980	178
3728	154
2086	145
584	104
2089	350
3397	160
8377	272
3144	215
3803	269
5239	131
9348	104
3456	316
3128	235
8983	283
7897	213
257	288
1271	241
6733	293
1753	343
3956	135
7926	112
402	231
2277	320
5516	119
8999	272
5072	109
239	220
5865	124
9109	221
6738	358
5575	217
8126	229
1794	109
1948	263
3545	117
1372	264
3056	129
4214	321
8532	127
5219	90
1110	277
4707	335
8437	195
323	229
6116	148
1041	165
7626	144
7730	95
1237	122
4925	146
